"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1993","1993",2024.78465470952,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1994","1994",2073.4225001761,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1995","1995",2167.74662816969,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1996","1996",2298.85018986233,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1997","1997",2357.25965457478,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1998","1998",2446.90224964962,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1999","1999",2589.63053895968,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2000","2000",2688.16070086495,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2001","2001",2740.75596773813,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2002","2002",2807.97425483066,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2003","2003",2951.98381128977,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2004","2004",3135.58387372496,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2005","2005",3333.61484372741,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2006","2006",3547.87129335082,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2007","2007",3774.65546177683,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2008","2008",3896.39183651602,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2009","2009",4037.7003697045,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2010","2010",4361.34296935862,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2011","2011",4555.10458595815,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2012","2012",4668.3330245642,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2013","2013",4892.7159042212,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2014","2014",5173.06687184652,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2015","2015",5494.95200005047,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2016","2016",5915.41700910556,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2017","2017",6209.76094511106,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2018","2018",6582.93007751307,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2019","2019",6817.66530426955,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",6341.41190837203,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2021","2021",6833.57816176838,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2022","2022",7216.74861803679,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",7629.87929384126,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2024","2024",7980.51218137231,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2025","2025",8446.32020508338,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2026","2026",8908.584,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2027","2027",9364.972,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2028","2028",9821.092,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2029","2029",10280.15,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",10745.31,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2031","2031",11220.79,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2032","2032",11709.35,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2033","2033",12211.36,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2034","2034",12728.05,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2035","2035",13259.37,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2036","2036",13805.55,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2037","2037",14366.99,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2038","2038",14942.79,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2039","2039",15532.81,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",16137.89,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2041","2041",16757.38,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2042","2042",17388.08,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2043","2043",18030.19,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2044","2044",18684.36,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2045","2045",19349.86,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2046","2046",20025.62,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2047","2047",20712.15,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2048","2048",21408.92,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2049","2049",22114.78,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",22830.86,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1990","1990",822000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1991","1991",839000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1992","1992",856000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1993","1993",872000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1994","1994",892000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1995","1995",910000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1996","1996",928000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1997","1997",946000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1998","1998",964000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","1999","1999",983000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2000","2000",1001000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2001","2001",1019000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2002","2002",1040000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2003","2003",1056000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2004","2004",1072000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2005","2005",1089000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2006","2006",1106000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2007","2007",1122000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2008","2008",1138000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2009","2009",1154000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2010","2010",1170000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2011","2011",1186000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2012","2012",1220000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2013","2013",1235000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2014","2014",1251000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2015","2015",1267000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2016","2016",1283000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2017","2017",1299000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2018","2018",1314000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2019","2019",1327000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2020","2020",1341000000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2021","2021",1355417000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2022","2022",1368587000,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2023","2023",1377977994.79625,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2024","2024",1390755553.38013,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2025","2025",1403318885.90307,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2026","2026",1415696812.57891,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2027","2027",1427750002.57254,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2028","2028",1439589164.2064,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2029","2029",1451147177.41857,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2030","2030",1462417270.54374,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2031","2031",1473439040.26753,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2032","2032",1484109910.28683,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2033","2033",1494518998.24048,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2034","2034",1504573655.29115,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2035","2035",1514299743.44415,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2036","2036",1523680123.58732,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2037","2037",1532665410.27948,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2038","2038",1541338390.23222,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2039","2039",1549686324.12807,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2040","2040",1557606818.68869,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2041","2041",1565164489.67662,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2042","2042",1572368839.27271,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2043","2043",1579199871.90316,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2044","2044",1585586823.9021,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2045","2045",1591569292.62342,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2046","2046",1597216319.59132,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2047","2047",1602472379.24164,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2048","2048",1607368874.14993,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2049","2049",1611976276.49534,,
"IND","India","POP","Total population","S0","Baseline","A","Annual","2050","2050",1616195737.76035,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1990","1990",1569494321603.38,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1991","1991",1656341125223.56,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1992","1992",1673846323255.83,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1993","1993",1765612218906.7,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1994","1994",1849492870157.08,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1995","1995",1972649431634.42,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1996","1996",2133332976192.24,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1997","1997",2229967633227.74,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1998","1998",2358813768662.23,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1999","1999",2545606819797.37,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2000","2000",2690848861565.82,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2001","2001",2792830331125.15,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2002","2002",2920293225023.89,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2003","2003",3117294904722,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2004","2004",3361345912633.16,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2005","2005",3630306564819.15,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2006","2006",3923945650446.01,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2007","2007",4235163428113.6,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2008","2008",4434093909955.23,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2009","2009",4659506226638.99,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2010","2010",5102771274149.59,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2011","2011",5402354038946.36,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2012","2012",5695366289968.33,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2013","2013",6042504141713.18,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2014","2014",6471506656680,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2015","2015",6962104184063.95,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2016","2016",7589480022682.43,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2017","2017",8066479467699.26,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2018","2018",8649970121852.17,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2019","2019",9047041858765.69,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",8503833369126.89,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2021","2021",9262348011289.61,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2022","2022",9876748340913.11,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",10513805769864.8,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2024","2024",11098941635061.3,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2025","2025",11852880660178.2,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2026","2026",12584500000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2027","2027",13312170000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2028","2028",14044160000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2029","2029",14783870000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",15535250000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2031","2031",16304330000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2032","2032",17093560000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2033","2033",17903990000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2034","2034",18735770000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2035","2035",19588490000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2036","2036",20461490000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2037","2037",21353790000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2038","2038",22264130000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2039","2039",23186250000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",24118510000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2041","2041",25059220000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2042","2042",26006380000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2043","2043",26956920000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2044","2044",27906960000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2045","2045",28851620000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2046","2046",29784800000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2047","2047",30698490000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2048","2048",31581270000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2049","2049",32415250000000,,
"IND","India","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",33169090000000,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1990","1990",1909.36048856859,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1991","1991",1974.1848929959,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1992","1992",1955.42794772877,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1993","1993",2024.78465470952,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1994","1994",2073.4225001761,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1995","1995",2167.74662816969,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1996","1996",2298.85018986233,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1997","1997",2357.25965457478,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1998","1998",2446.90224964962,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1999","1999",2589.63053895968,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2000","2000",2688.16070086495,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2001","2001",2740.75596773813,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2002","2002",2807.97425483066,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2003","2003",2951.98381128977,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2004","2004",3135.58387372496,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2005","2005",3333.61484372741,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2006","2006",3547.87129335082,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2007","2007",3774.65546177683,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2008","2008",3896.39183651602,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2009","2009",4037.7003697045,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2010","2010",4361.34296935862,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2011","2011",4555.10458595815,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2012","2012",4668.3330245642,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2013","2013",4892.7159042212,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2014","2014",5173.06687184652,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2015","2015",5494.95200005047,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2016","2016",5915.41700910556,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2017","2017",6209.76094511106,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2018","2018",6582.93007751307,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2019","2019",6817.66530426955,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",6341.41190837203,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2021","2021",6833.57816176838,,
"IND","India","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2022","2022",7216.74861803679,,
