,LOCATION,TIME,MSW_GEN_T,INC_T,INC%,DIS%,RCY%
1213,CYP,2034,708771.3464226612,71122.28944755714,0.10034588701494265,0.7058690891592583,0.19378502382579907
1214,CYP,2035,715430.025889108,76706.91733109838,0.10721791727397809,0.6988737311908132,0.19390835153520872
1215,CYP,2036,721827.7517407645,82351.06433524493,0.11408686371041646,0.6919065091979217,0.1940066270916618
1216,CYP,2037,727969.0174329682,88045.62821204096,0.12094694431160766,0.6849681344519679,0.19408492123642443
1217,CYP,2038,733896.9773783144,93787.19727545955,0.12779340992858929,0.6780593050403789,0.1941472850310318
1218,CYP,2039,739617.1172973595,99568.98844642402,0.13462234190882413,0.6711807056358257,0.1941969524553502
1219,CYP,2040,745149.3683292619,105386.8395909576,0.1414304890672469,0.6643330072777824,0.19423650365497067
1220,CYP,2041,750532.1757971935,111240.2290247777,0.14821513668833924,0.657516867166523,0.19426799614513773
1221,CYP,2042,755785.09613058,117127.0406075099,0.15497400148159762,0.650732928469612,0.19429307004879043
1222,CYP,2043,760905.8414598027,123042.39131597408,0.16170514748568163,0.6439818201409327,0.19431303237338562
1223,CYP,2044,765935.248043305,128988.79514702572,0.16840691883099349,0.6372641567522739,0.19432892441673263
1224,CYP,2045,770880.9704485754,134964.21069229505,0.17507788603700958,0.6305805383374804,0.19434157562551002
