TIME_PERIOD,unit,DSP_I,DSP_I_RCV_E,DSP_L_OTH,GEN,PRP_REU,RCV_E,RCY,RCY_C_D,RCY_M,TRT,Country
2004,KG_HAB,13.0,34.0,209.0,261.0,0.0,22.0,16.0,8.0,8.0,261.0,SVK
2005,KG_HAB,34.0,34.0,213.0,273.0,0.0,0.0,6.0,3.0,3.0,257.0,SVK
2006,KG_HAB,35.0,35.0,218.0,284.0,0.0,0.0,11.0,9.0,3.0,268.0,SVK
2007,KG_HAB,12.0,34.0,225.0,294.0,0.0,22.0,19.0,12.0,7.0,278.0,SVK
2008,KG_HAB,0.0,29.0,237.0,313.0,0.0,29.0,23.0,12.0,11.0,290.0,SVK
2009,KG_HAB,0.0,34.0,235.0,307.0,0.0,33.0,25.0,12.0,13.0,294.0,SVK
2010,KG_HAB,2.0,34.0,246.0,319.0,0.0,32.0,29.0,11.0,18.0,309.0,SVK
2011,KG_HAB,1.0,34.0,230.0,311.0,0.0,34.0,34.0,13.0,21.0,298.0,SVK
2012,KG_HAB,1.0,31.0,224.0,306.0,0.0,30.0,41.0,15.0,26.0,296.0,SVK
2013,KG_HAB,0.0,32.0,213.0,304.0,0.0,32.0,33.0,13.0,20.0,278.0,SVK
2014,KG_HAB,1.0,35.0,214.0,320.0,0.0,34.0,33.0,17.0,16.0,282.0,SVK
2015,KG_HAB,0.0,35.0,226.0,329.0,0.0,35.0,49.0,24.0,25.0,310.0,SVK
2016,KG_HAB,0.0,36.0,228.0,348.0,0.0,36.0,80.0,26.0,54.0,345.0,SVK
2017,KG_HAB,0.0,36.0,229.0,378.0,0.0,36.0,113.0,33.0,80.0,378.0,SVK
2018,KG_HAB,6.0,34.0,229.0,414.0,0.0,29.0,150.0,39.0,111.0,414.0,SVK
2019,KG_HAB,16.0,39.0,219.0,421.0,0.0,23.0,162.0,49.0,113.0,421.0,SVK
2020,KG_HAB,0.0,35.0,218.0,478.0,3.0,35.0,217.0,65.0,148.0,470.0,SVK
2021,KG_HAB,0.0,40.0,202.0,497.0,0.0,40.0,243.0,77.0,166.0,488.0,SVK
1995,KG_HAB,0.0,0.0,456.0,596.0,0.0,0.0,12.0,2.0,11.0,469.0,SVN
1996,KG_HAB,0.0,0.0,465.0,591.0,0.0,0.0,31.0,4.0,27.0,496.0,SVN
1997,KG_HAB,0.0,0.0,491.0,589.0,0.0,0.0,35.0,8.0,27.0,526.0,SVN
1998,KG_HAB,0.0,0.0,513.0,585.0,0.0,0.0,56.0,10.0,45.0,569.0,SVN
1999,KG_HAB,0.0,0.0,454.0,550.0,0.0,0.0,35.0,10.0,25.0,489.0,SVN
2000,KG_HAB,0.0,0.0,402.0,513.0,0.0,0.0,31.0,7.0,24.0,433.0,SVN
2001,KG_HAB,0.0,0.0,358.0,478.0,0.0,0.0,13.0,6.0,7.0,370.0,SVN
2002,KG_HAB,0.0,2.0,357.0,407.0,0.0,2.0,37.0,6.0,31.0,397.0,SVN
2003,KG_HAB,0.0,3.0,348.0,418.0,0.0,3.0,53.0,7.0,46.0,403.0,SVN
2004,KG_HAB,0.0,8.0,313.0,485.0,0.0,8.0,99.0,8.0,91.0,420.0,SVN
2005,KG_HAB,0.0,1.0,329.0,494.0,0.0,1.0,92.0,8.0,84.0,422.0,SVN
2006,KG_HAB,0.0,0.0,361.0,516.0,0.0,0.0,80.0,7.0,72.0,442.0,SVN
2007,KG_HAB,0.0,0.0,341.0,525.0,0.0,0.0,115.0,7.0,107.0,456.0,SVN
2008,KG_HAB,0.0,7.0,339.0,542.0,0.0,6.0,102.0,8.0,94.0,448.0,SVN
2009,KG_HAB,0.0,7.0,308.0,524.0,0.0,7.0,102.0,10.0,93.0,417.0,SVN
2010,KG_HAB,0.0,4.0,279.0,490.0,0.0,4.0,110.0,11.0,99.0,393.0,SVN
2011,KG_HAB,0.0,6.0,234.0,415.0,0.0,5.0,148.0,22.0,126.0,388.0,SVN
2012,KG_HAB,1.0,5.0,154.0,362.0,0.0,4.0,152.0,21.0,131.0,311.0,SVN
2013,KG_HAB,0.0,2.0,109.0,414.0,0.0,2.0,144.0,28.0,116.0,255.0,SVN
2014,KG_HAB,0.0,1.0,101.0,432.0,0.0,1.0,156.0,30.0,126.0,257.0,SVN
2015,KG_HAB,0.0,77.0,102.0,449.0,0.0,76.0,243.0,34.0,208.0,421.0,SVN
2016,KG_HAB,9.0,91.0,38.0,457.0,0.0,82.0,253.0,69.0,184.0,382.0,SVN
2017,KG_HAB,18.0,54.0,48.0,471.0,0.0,36.0,272.0,73.0,199.0,374.0,SVN
2018,KG_HAB,3.0,50.0,47.0,486.0,1.0,47.0,287.0,79.0,207.0,384.0,SVN
2019,KG_HAB,0.0,66.0,52.0,504.0,0.0,65.0,299.0,84.0,214.0,416.0,SVN
2020,KG_HAB,10.0,64.0,33.0,487.0,0.0,54.0,289.0,70.0,219.0,385.0,SVN
2021,KG_HAB,10.0,56.0,31.0,511.0,1.0,46.0,311.0,72.0,238.0,405.0,SVN
1995,KG_HAB,0.0,148.0,136.0,386.0,0.0,148.0,101.0,24.0,78.0,386.0,SWE
1996,KG_HAB,0.0,147.0,126.0,391.0,0.0,147.0,119.0,27.0,92.0,391.0,SWE
1997,KG_HAB,0.0,150.0,130.0,416.0,0.0,150.0,135.0,31.0,104.0,416.0,SWE
1998,KG_HAB,0.0,165.0,115.0,434.0,0.0,165.0,153.0,35.0,118.0,434.0,SWE
1999,KG_HAB,0.0,163.0,104.0,426.0,0.0,163.0,160.0,36.0,124.0,426.0,SWE
2000,KG_HAB,0.0,164.0,97.0,425.0,0.0,164.0,164.0,41.0,123.0,425.0,SWE
2001,KG_HAB,0.0,169.0,99.0,439.0,0.0,169.0,171.0,44.0,128.0,439.0,SWE
2002,KG_HAB,0.0,188.0,92.0,465.0,0.0,188.0,185.0,40.0,145.0,465.0,SWE
2003,KG_HAB,0.0,208.0,64.0,464.0,0.0,208.0,192.0,45.0,147.0,464.0,SWE
2004,KG_HAB,0.0,216.0,42.0,461.0,0.0,216.0,202.0,48.0,154.0,461.0,SWE
2005,KG_HAB,0.0,242.0,23.0,479.0,0.0,242.0,214.0,50.0,163.0,479.0,SWE
2006,KG_HAB,0.0,232.0,25.0,491.0,0.0,232.0,234.0,52.0,183.0,491.0,SWE
2007,KG_HAB,0.0,240.0,20.0,488.0,0.0,240.0,228.0,54.0,174.0,488.0,SWE
2008,KG_HAB,0.0,249.0,15.0,485.0,0.0,249.0,222.0,57.0,165.0,485.0,SWE
2009,KG_HAB,0.0,234.0,6.0,472.0,0.0,234.0,232.0,60.0,173.0,472.0,SWE
2010,KG_HAB,0.0,226.0,4.0,441.0,0.0,226.0,211.0,60.0,151.0,441.0,SWE
2011,KG_HAB,0.0,237.0,3.0,453.0,0.0,237.0,213.0,64.0,149.0,453.0,SWE
2012,KG_HAB,0.0,239.0,3.0,454.0,0.0,239.0,213.0,65.0,148.0,454.0,SWE
2013,KG_HAB,0.0,233.0,3.0,455.0,0.0,233.0,220.0,69.0,150.0,455.0,SWE
2014,KG_HAB,0.0,222.0,3.0,443.0,0.0,222.0,219.0,72.0,146.0,443.0,SWE
2015,KG_HAB,0.0,233.0,4.0,451.0,0.0,233.0,215.0,70.0,145.0,451.0,SWE
2016,KG_HAB,0.0,228.0,3.0,447.0,0.0,228.0,217.0,72.0,145.0,447.0,SWE
2017,KG_HAB,0.0,239.0,2.0,452.0,0.0,239.0,212.0,70.0,142.0,452.0,SWE
2018,KG_HAB,0.0,232.0,3.0,434.0,0.0,232.0,199.0,69.0,130.0,434.0,SWE
2019,KG_HAB,0.0,236.0,3.0,449.0,0.0,236.0,209.0,64.0,146.0,449.0,SWE
2020,KG_HAB,0.0,259.0,2.0,431.0,0.0,259.0,165.0,78.0,87.0,427.0,SWE
2021,KG_HAB,0.0,249.0,2.0,418.0,0.0,249.0,165.0,82.0,83.0,418.0,SWE
