Material type,Waste flow,Physiochemical property,Unit,min,max,diff,sector
non-ferrous metal,residual,Fe,mg/kgTS,3500.0,17405.0,3.972857142857143,MSW_URB_MET
non-ferrous metal,residual,Ga,mg/kgTS,15.9716,74.1796,3.6444689323549295,MSW_URB_MET
non-ferrous metal,residual,Gd,mg/kgTS,0.0482,0.079833,0.656286307053942,MSW_URB_MET
non-ferrous metal,residual,Ge,mg/kgTS,0.18403,0.2639,0.4340053252187145,MSW_URB_MET
non-ferrous metal,residual,H,%TS,1.406,7.003,3.9807965860597445,MSW_URB_MET
non-ferrous metal,residual,HHV,MJ/kgTS,4.377644504999999,23.826821895,4.442840748668787,MSW_URB_MET
non-ferrous metal,residual,Hf,mg/kgTS,0.1715,0.782633,3.5634577259475217,MSW_URB_MET
non-ferrous metal,residual,Hg,μg/kgTS,2.6667,12.2667,3.5999550005624927,MSW_URB_MET
non-ferrous metal,residual,Ho,mg/kgTS,0.0074,0.008467,0.14418918918918922,MSW_URB_MET
non-ferrous metal,residual,In,mg/kgTS,0.0303,0.31577,9.421452145214522,MSW_URB_MET
non-ferrous metal,residual,Ir,mg/kgTS,0.2806,0.282133,0.005463292943692111,MSW_URB_MET
non-ferrous metal,residual,K,mg/kgTS,413.0,3588.57,7.689031476997579,MSW_URB_MET
non-ferrous metal,residual,LHV,MJ/kgTS,4.068760364999999,22.288332824999998,4.4779173078677985,MSW_URB_MET
non-ferrous metal,residual,La,mg/kgTS,0.51813,1.34207,1.5902186709899062,MSW_URB_MET
non-ferrous metal,residual,Li,mg/kgTS,5.5063,5.53517,0.005243085193323921,MSW_URB_MET
non-ferrous metal,residual,Lu,mg/kgTS,0.0141,0.0142,0.007092198581560364,MSW_URB_MET
non-ferrous metal,residual,Mg,mg/kgTS,434.8,6316.0,13.52621895124195,MSW_URB_MET
non-ferrous metal,residual,Mn,mg/kgTS,774.07,5328.22,5.883382639812937,MSW_URB_MET
non-ferrous metal,residual,Mo,mg/kgTS,2.996,3.698,0.2343124165554072,MSW_URB_MET
non-ferrous metal,residual,N,%TS,0.33,0.60333,0.8282727272727273,MSW_URB_MET
non-ferrous metal,residual,Na,mg/kgTS,568.0,4580.71,7.064630281690141,MSW_URB_MET
non-ferrous metal,residual,Nb,mg/kgTS,0.47247,1.07007,1.2648422122039498,MSW_URB_MET
non-ferrous metal,residual,Nd,mg/kgTS,0.31487,0.70407,1.2360656778988155,MSW_URB_MET
non-ferrous metal,residual,Ni,mg/kgTS,43.64,686.63,14.733959670027497,MSW_URB_MET
non-ferrous metal,residual,O,%TS,1.53225,3.695,1.4114863762440855,MSW_URB_MET
non-ferrous metal,residual,P,mg/kgTS,136.519,854.029,5.255751946615489,MSW_URB_MET
non-ferrous metal,residual,Pb,mg/kgTS,8.12,679.504,82.68275862068967,MSW_URB_MET
non-ferrous metal,residual,Pd,mg/kgTS,0.239467,0.2407,0.005148934926315459,MSW_URB_MET
non-ferrous metal,residual,Pr,mg/kgTS,0.074233,0.2105,1.8356660784287313,MSW_URB_MET
non-ferrous metal,residual,Pt,mg/kgTS,0.018733,0.0205,0.0943255218064379,MSW_URB_MET
non-ferrous metal,residual,Rb,mg/kgTS,2.61537,3.12713,0.19567403464901725,MSW_URB_MET
non-ferrous metal,residual,Re,mg/kgTS,0.033667,0.033833,0.004930644251047003,MSW_URB_MET
non-ferrous metal,residual,Rh,mg/kgTS,0.007467,0.0453,5.066693451185215,MSW_URB_MET
non-ferrous metal,residual,Ru,mg/kgTS,0.007467,0.007533,0.008838891120932113,MSW_URB_MET
non-ferrous metal,residual,S,mg/kgTS,236.93,1766.17,6.454395813109357,MSW_URB_MET
non-ferrous metal,residual,Sb,mg/kgTS,0.7579,23.61,30.151867000923605,MSW_URB_MET
non-ferrous metal,residual,Sc,mg/kgTS,0.147367,0.189633,0.28680776564631155,MSW_URB_MET
non-ferrous metal,residual,Se,mg/kgTS,64.5994,64.9376,0.005235342743121461,MSW_URB_MET
non-ferrous metal,residual,Si,mg/kgTS,6505.0,19916.3,2.0616910069177554,MSW_URB_MET
non-ferrous metal,residual,Sm,mg/kgTS,0.0544,0.076067,0.3982904411764706,MSW_URB_MET
non-ferrous metal,residual,Sn,mg/kgTS,15.34,76.42,3.981747066492829,MSW_URB_MET
non-ferrous metal,residual,Sr,mg/kgTS,2.985,23.127,6.747738693467337,MSW_URB_MET
non-ferrous metal,residual,Ta,mg/kgTS,0.1499,0.1932,0.28885923949299536,MSW_URB_MET
non-ferrous metal,residual,Tb,mg/kgTS,0.0097,0.0161,0.6597938144329896,MSW_URB_MET
non-ferrous metal,residual,Th,mg/kgTS,0.080433,0.1336,0.6610097845411708,MSW_URB_MET
non-ferrous metal,residual,Ti,mg/kgTS,425.77,1052.28,1.4714752096202175,MSW_URB_MET
non-ferrous metal,residual,Tl,mg/kgTS,0.513333,0.5166,0.006364289846941281,MSW_URB_MET
non-ferrous metal,residual,Tm,mg/kgTS,0.007733,0.007833,0.012931591878960222,MSW_URB_MET
non-ferrous metal,residual,U,mg/kgTS,0.161533,0.799167,3.9473915546668477,MSW_URB_MET
non-ferrous metal,residual,V,mg/kgTS,11.895,93.176,6.833207229928542,MSW_URB_MET
non-ferrous metal,residual,VS,%TS,10.6133,63.06,4.941601575381832,MSW_URB_MET
non-ferrous metal,residual,W,mg/kgTS,1.987,2.844,0.43130347257171603,MSW_URB_MET
non-ferrous metal,residual,Yb,mg/kgTS,0.015033,0.019067,0.2683429787800174,MSW_URB_MET
non-ferrous metal,residual,Zn,mg/kgTS,136.2,13631.1,99.08149779735683,MSW_URB_MET
non-ferrous metal,residual,Zr,mg/kgTS,5.2044,17.4718,2.357120897701945,MSW_URB_MET
non-ferrous metal,residual,ash,%TS,36.94,89.387,1.41978884677856,MSW_URB_MET
non-ferrous metal,source-segegated,Ag,mg/kgTS,1.22117,1.22117,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Al,mg/kgTS,322591.0,322591.0,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,As,mg/kgTS,1.7316,1.7316,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Au,mg/kgTS,0.225533,0.225533,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ba,mg/kgTS,15.71,15.71,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Be,mg/kgTS,1.36127,1.36127,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Br,%TS,0.001,0.001,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,C,%TS,1.5433,1.5433,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ca,mg/kgTS,757.9,757.9,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Cd,mg/kgTS,0.28213,0.28213,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ce,mg/kgTS,0.4484,0.4484,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Cl,%TS,0.01503,0.01503,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Co,mg/kgTS,2.7905,2.7905,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Cr,mg/kgTS,128.89,128.89,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Cs,mg/kgTS,0.684233,0.684233,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Cu,mg/kgTS,1540.3,1540.3,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Dy,mg/kgTS,0.026533,0.026533,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Er,mg/kgTS,0.0382,0.0382,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Eu,mg/kgTS,0.006933,0.006933,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,F,%TS,0.001,0.001,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Fe,mg/kgTS,4046.0,4046.0,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ga,mg/kgTS,76.4238,76.4238,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Gd,mg/kgTS,0.0271,0.0271,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ge,mg/kgTS,0.2298,0.2298,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,H,%TS,0.11502,0.11502,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,HHV,MJ/kgTS,0.6545993687999999,0.6545993687999999,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Hf,mg/kgTS,0.865433,0.865433,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Hg,μg/kgTS,2.4,2.4,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ho,mg/kgTS,0.007467,0.007467,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,In,mg/kgTS,0.0585,0.0585,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ir,mg/kgTS,0.2867,0.2867,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,K,mg/kgTS,393.55,393.55,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,LHV,MJ/kgTS,0.6293306249999999,0.6293306249999999,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,La,mg/kgTS,0.38187,0.38187,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Li,mg/kgTS,5.62537,5.62537,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Lu,mg/kgTS,0.014433,0.014433,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Mg,mg/kgTS,12626.9,12626.9,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Mn,mg/kgTS,7600.48,7600.48,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Mo,mg/kgTS,3.1,3.1,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,N,%TS,0.09333,0.09333,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Na,mg/kgTS,1021.9,1021.9,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Nb,mg/kgTS,0.47283,0.47283,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Nd,mg/kgTS,0.141,0.141,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ni,mg/kgTS,57.43,57.43,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,O,%TS,0.21016,0.21016,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,P,mg/kgTS,111.027,111.027,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Pb,mg/kgTS,30.047,30.047,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Pd,mg/kgTS,0.244667,0.244667,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Pr,mg/kgTS,0.031133,0.031133,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Pt,mg/kgTS,0.019133,0.019133,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Rb,mg/kgTS,2.67197,2.67197,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Re,mg/kgTS,0.0344,0.0344,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Rh,mg/kgTS,0.007667,0.007667,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ru,mg/kgTS,0.009267,0.009267,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,S,mg/kgTS,102.47,102.47,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Sb,mg/kgTS,0.9586,0.9586,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Sc,mg/kgTS,0.1937,0.1937,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Se,mg/kgTS,65.996,65.996,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Si,mg/kgTS,6025.6,6025.6,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Sm,mg/kgTS,0.045833,0.045833,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Sn,mg/kgTS,22.46,22.46,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Sr,mg/kgTS,1.88,1.88,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ta,mg/kgTS,0.1529,0.1529,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Tb,mg/kgTS,0.005767,0.005767,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Th,mg/kgTS,0.027733,0.027733,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Ti,mg/kgTS,373.14,373.14,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Tl,mg/kgTS,0.5237,0.5237,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Tm,mg/kgTS,0.007967,0.007967,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,U,mg/kgTS,0.483733,0.483733,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,V,mg/kgTS,100.809,100.809,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,VS,%TS,0.7267,0.7267,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,W,mg/kgTS,0.947,0.947,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Yb,mg/kgTS,0.009933,0.009933,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Zn,mg/kgTS,387.2,387.2,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,Zr,mg/kgTS,23.9972,23.9972,0.0,MSW_URB_MET
non-ferrous metal,source-segegated,ash,%TS,99.273,99.273,0.0,MSW_URB_MET
ferrous metal,residual,Ag,mg/kgTS,1.1585,1.41023,0.21728959861890373,MSW_URB_MET
ferrous metal,residual,Al,mg/kgTS,22941.0,59076.0,1.5751275009807768,MSW_URB_MET
ferrous metal,residual,As,mg/kgTS,20.2233,30.5984,0.5130270529537714,MSW_URB_MET
ferrous metal,residual,Au,mg/kgTS,0.2212,0.2235,0.010397830018083167,MSW_URB_MET
ferrous metal,residual,Ba,mg/kgTS,357.89,6117.26,16.092570342842773,MSW_URB_MET
ferrous metal,residual,Be,mg/kgTS,1.33513,1.34877,0.010216233625190129,MSW_URB_MET
ferrous metal,residual,Br,%TS,0.001,0.001,0.0,MSW_URB_MET
ferrous metal,residual,C,%TS,3.1984,18.5933,4.813312906453227,MSW_URB_MET
ferrous metal,residual,Ca,mg/kgTS,2566.1,4818.3,0.877674291726745,MSW_URB_MET
ferrous metal,residual,Cd,mg/kgTS,0.09373,2.41193,24.732742985170173,MSW_URB_MET
ferrous metal,residual,Ce,mg/kgTS,0.43,3.054,6.102325581395348,MSW_URB_MET
ferrous metal,residual,Cl,%TS,0.21173,0.21173,0.0,MSW_URB_MET
ferrous metal,residual,Co,mg/kgTS,24.1009,39.1493,0.6243916202299499,MSW_URB_MET
ferrous metal,residual,Cr,mg/kgTS,289.3,1398.79,3.8350846871759416,MSW_URB_MET
ferrous metal,residual,Cs,mg/kgTS,0.671133,0.677967,0.01018278046229288,MSW_URB_MET
ferrous metal,residual,Cu,mg/kgTS,249.9,2593.7,9.378951580632252,MSW_URB_MET
ferrous metal,residual,Dy,mg/kgTS,0.025833,0.070667,1.7355320713815663,MSW_URB_MET
ferrous metal,residual,Er,mg/kgTS,0.020433,0.129133,5.319825772035433,MSW_URB_MET
ferrous metal,residual,Eu,mg/kgTS,0.045933,0.7122,14.505192345372608,MSW_URB_MET
ferrous metal,residual,F,%TS,0.001033,0.001033,0.0,MSW_URB_MET
ferrous metal,residual,Fe,mg/kgTS,519246.0,822477.0,0.5839833142672259,MSW_URB_MET
ferrous metal,residual,Ga,mg/kgTS,16.3263,97.3585,4.963292356504536,MSW_URB_MET
ferrous metal,residual,Gd,mg/kgTS,0.0222,0.2128,8.585585585585585,MSW_URB_MET
ferrous metal,residual,Ge,mg/kgTS,2.25473,2.56713,0.13855317488124974,MSW_URB_MET
ferrous metal,residual,H,%TS,0.36439,2.88333,6.912758308405828,MSW_URB_MET
ferrous metal,residual,HHV,MJ/kgTS,1.2749136141,9.4324591527,6.398508454518826,MSW_URB_MET
ferrous metal,residual,Hf,mg/kgTS,0.1339,0.4127,2.0821508588498885,MSW_URB_MET
ferrous metal,residual,Hg,μg/kgTS,2.7667,2.7667,0.0,MSW_URB_MET
ferrous metal,residual,Ho,mg/kgTS,0.007333,0.0232,2.163780171825992,MSW_URB_MET
ferrous metal,residual,In,mg/kgTS,0.00753,2.8612,378.9734395750332,MSW_URB_MET
ferrous metal,residual,Ir,mg/kgTS,0.281167,0.284067,0.010314154932833561,MSW_URB_MET
ferrous metal,residual,K,mg/kgTS,536.22,1303.3,1.4305322442281152,MSW_URB_MET
ferrous metal,residual,LHV,MJ/kgTS,1.194860775,8.799020385,6.36405493351307,MSW_URB_MET
ferrous metal,residual,La,mg/kgTS,0.21523,0.9434,3.3832179528876085,MSW_URB_MET
ferrous metal,residual,Li,mg/kgTS,5.51747,5.57387,0.010222076422708235,MSW_URB_MET
ferrous metal,residual,Lu,mg/kgTS,0.014167,0.0216,0.5246700077645232,MSW_URB_MET
ferrous metal,residual,Mg,mg/kgTS,557.5,613.8,0.10098654708520172,MSW_URB_MET
ferrous metal,residual,Mn,mg/kgTS,2411.41,3893.39,0.6145698989387952,MSW_URB_MET
ferrous metal,residual,Mo,mg/kgTS,21.937,138.662,5.320918995304736,MSW_URB_MET
ferrous metal,residual,N,%TS,0.13335,1.29333,8.698762654668167,MSW_URB_MET
ferrous metal,residual,Na,mg/kgTS,711.95,2059.06,1.8921413020577285,MSW_URB_MET
ferrous metal,residual,Nb,mg/kgTS,1.5887,2.21347,0.3932586391389186,MSW_URB_MET
ferrous metal,residual,Nd,mg/kgTS,0.13453,1.71443,11.74384895562328,MSW_URB_MET
ferrous metal,residual,Ni,mg/kgTS,271.44,1808.09,5.661103743000294,MSW_URB_MET
ferrous metal,residual,O,%TS,2.516,4.49833,0.7878895071542131,MSW_URB_MET
ferrous metal,residual,P,mg/kgTS,232.985,349.596,0.5005086164345344,MSW_URB_MET
ferrous metal,residual,Pb,mg/kgTS,3.322,865.358,259.49307645996385,MSW_URB_MET
ferrous metal,residual,Pd,mg/kgTS,0.239933,0.2424,0.01028203706868166,MSW_URB_MET
ferrous metal,residual,Pr,mg/kgTS,0.0454,0.4557,9.037444933920705,MSW_URB_MET
ferrous metal,residual,Pt,mg/kgTS,0.018733,0.033367,0.7811882773714836,MSW_URB_MET
ferrous metal,residual,Rb,mg/kgTS,2.62067,2.64747,0.010226392487417399,MSW_URB_MET
ferrous metal,residual,Re,mg/kgTS,0.033733,0.0871,1.582041324519017,MSW_URB_MET
ferrous metal,residual,Rh,mg/kgTS,0.007533,0.060667,7.053497942386832,MSW_URB_MET
ferrous metal,residual,Ru,mg/kgTS,0.007533,0.008833,0.17257400769945583,MSW_URB_MET
ferrous metal,residual,S,mg/kgTS,284.03,2423.33,7.531950850262297,MSW_URB_MET
ferrous metal,residual,Sb,mg/kgTS,5.4243,28.3189,4.220747377541803,MSW_URB_MET
ferrous metal,residual,Sc,mg/kgTS,0.1555,0.155667,0.0010739549839228328,MSW_URB_MET
ferrous metal,residual,Se,mg/kgTS,64.73,65.3916,0.010220917657963739,MSW_URB_MET
ferrous metal,residual,Si,mg/kgTS,5573.6,13089.5,1.3484821300416248,MSW_URB_MET
ferrous metal,residual,Sm,mg/kgTS,0.045,0.126533,1.8118444444444446,MSW_URB_MET
ferrous metal,residual,Sn,mg/kgTS,769.82,2758.63,2.583474058870905,MSW_URB_MET
ferrous metal,residual,Sr,mg/kgTS,126.008,814.185,5.461375468224239,MSW_URB_MET
ferrous metal,residual,Ta,mg/kgTS,0.302333,0.3455,0.14277965025319747,MSW_URB_MET
ferrous metal,residual,Tb,mg/kgTS,0.004,0.018933,3.7332499999999995,MSW_URB_MET
ferrous metal,residual,Th,mg/kgTS,0.0532,0.2628,3.9398496240601504,MSW_URB_MET
ferrous metal,residual,Ti,mg/kgTS,713.17,991.15,0.38978083766843813,MSW_URB_MET
ferrous metal,residual,Tl,mg/kgTS,0.513633,0.518867,0.010190155227565131,MSW_URB_MET
ferrous metal,residual,Tm,mg/kgTS,0.007833,0.0202,1.5788331418358228,MSW_URB_MET
ferrous metal,residual,U,mg/kgTS,0.028933,0.134533,3.649811633774583,MSW_URB_MET
ferrous metal,residual,V,mg/kgTS,7.106,41.116,4.786096256684492,MSW_URB_MET
ferrous metal,residual,VS,%TS,0.053,0.053,0.0,MSW_URB_MET
ferrous metal,residual,W,mg/kgTS,6.437,129.24,19.07767593599503,MSW_URB_MET
ferrous metal,residual,Yb,mg/kgTS,0.008533,0.057033,5.683815774053674,MSW_URB_MET
ferrous metal,residual,Zn,mg/kgTS,178.0,23540.1,131.24775280898876,MSW_URB_MET
ferrous metal,residual,Zr,mg/kgTS,4.3692,8.8629,1.0284949189783026,MSW_URB_MET
ferrous metal,residual,ash,%TS,99.947,99.947,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ag,mg/kgTS,1.17387,1.17387,0.0,MSW_URB_MET
ferrous metal,source-segegated,Al,mg/kgTS,60756.0,60756.0,0.0,MSW_URB_MET
ferrous metal,source-segegated,As,mg/kgTS,15.9432,15.9432,0.0,MSW_URB_MET
ferrous metal,source-segegated,Au,mg/kgTS,0.224167,0.224167,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ba,mg/kgTS,310.25,310.25,0.0,MSW_URB_MET
ferrous metal,source-segegated,Be,mg/kgTS,1.35287,1.35287,0.0,MSW_URB_MET
ferrous metal,source-segegated,Br,%TS,0.001,0.001,0.0,MSW_URB_MET
ferrous metal,source-segegated,C,%TS,1.9867,1.9867,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ca,mg/kgTS,1066.1,1066.1,0.0,MSW_URB_MET
ferrous metal,source-segegated,Cd,mg/kgTS,0.09497,0.09497,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ce,mg/kgTS,0.2306,0.2306,0.0,MSW_URB_MET
ferrous metal,source-segegated,Cl,%TS,0.14873,0.14873,0.0,MSW_URB_MET
ferrous metal,source-segegated,Co,mg/kgTS,19.6316,19.6316,0.0,MSW_URB_MET
ferrous metal,source-segegated,Cr,mg/kgTS,228.66,228.66,0.0,MSW_URB_MET
ferrous metal,source-segegated,Cs,mg/kgTS,0.680033,0.680033,0.0,MSW_URB_MET
ferrous metal,source-segegated,Cu,mg/kgTS,162.5,162.5,0.0,MSW_URB_MET
ferrous metal,source-segegated,Dy,mg/kgTS,0.026133,0.026133,0.0,MSW_URB_MET
ferrous metal,source-segegated,Er,mg/kgTS,0.0207,0.0207,0.0,MSW_URB_MET
ferrous metal,source-segegated,Eu,mg/kgTS,0.030233,0.030233,0.0,MSW_URB_MET
ferrous metal,source-segegated,F,%TS,0.0011,0.0011,0.0,MSW_URB_MET
ferrous metal,source-segegated,Fe,mg/kgTS,840142.0,840142.0,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ga,mg/kgTS,17.0722,17.0722,0.0,MSW_URB_MET
ferrous metal,source-segegated,Gd,mg/kgTS,0.023133,0.023133,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ge,mg/kgTS,5.6029,5.6029,0.0,MSW_URB_MET
ferrous metal,source-segegated,H,%TS,0.11949,0.11949,0.0,MSW_URB_MET
ferrous metal,source-segegated,HHV,MJ/kgTS,0.7848374930999998,0.7848374930999998,0.0,MSW_URB_MET
ferrous metal,source-segegated,Hf,mg/kgTS,0.1329,0.1329,0.0,MSW_URB_MET
ferrous metal,source-segegated,Hg,μg/kgTS,2.4,2.4,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ho,mg/kgTS,0.007433,0.007433,0.0,MSW_URB_MET
ferrous metal,source-segegated,In,mg/kgTS,0.0076,0.0076,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ir,mg/kgTS,0.2849,0.2849,0.0,MSW_URB_MET
ferrous metal,source-segegated,K,mg/kgTS,391.12,391.12,0.0,MSW_URB_MET
ferrous metal,source-segegated,LHV,MJ/kgTS,0.7585867349999998,0.7585867349999998,0.0,MSW_URB_MET
ferrous metal,source-segegated,La,mg/kgTS,0.18357,0.18357,0.0,MSW_URB_MET
ferrous metal,source-segegated,Li,mg/kgTS,5.59073,5.59073,0.0,MSW_URB_MET
ferrous metal,source-segegated,Lu,mg/kgTS,0.0143,0.0143,0.0,MSW_URB_MET
ferrous metal,source-segegated,Mg,mg/kgTS,2772.3,2772.3,0.0,MSW_URB_MET
ferrous metal,source-segegated,Mn,mg/kgTS,2287.71,2287.71,0.0,MSW_URB_MET
ferrous metal,source-segegated,Mo,mg/kgTS,17.442,17.442,0.0,MSW_URB_MET
ferrous metal,source-segegated,N,%TS,0.08333,0.08333,0.0,MSW_URB_MET
ferrous metal,source-segegated,Na,mg/kgTS,466.9,466.9,0.0,MSW_URB_MET
ferrous metal,source-segegated,Nb,mg/kgTS,1.65193,1.65193,0.0,MSW_URB_MET
ferrous metal,source-segegated,Nd,mg/kgTS,0.11023,0.11023,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ni,mg/kgTS,182.82,182.82,0.0,MSW_URB_MET
ferrous metal,source-segegated,O,%TS,0.4845,0.4845,0.0,MSW_URB_MET
ferrous metal,source-segegated,P,mg/kgTS,131.076,131.076,0.0,MSW_URB_MET
ferrous metal,source-segegated,Pb,mg/kgTS,3.879,3.879,0.0,MSW_URB_MET
ferrous metal,source-segegated,Pd,mg/kgTS,0.243167,0.243167,0.0,MSW_URB_MET
ferrous metal,source-segegated,Pr,mg/kgTS,0.022533,0.022533,0.0,MSW_URB_MET
ferrous metal,source-segegated,Pt,mg/kgTS,0.019,0.019,0.0,MSW_URB_MET
ferrous metal,source-segegated,Rb,mg/kgTS,2.65553,2.65553,0.0,MSW_URB_MET
ferrous metal,source-segegated,Re,mg/kgTS,0.0342,0.0342,0.0,MSW_URB_MET
ferrous metal,source-segegated,Rh,mg/kgTS,0.0076,0.0076,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ru,mg/kgTS,0.0076,0.0076,0.0,MSW_URB_MET
ferrous metal,source-segegated,S,mg/kgTS,199.07,199.07,0.0,MSW_URB_MET
ferrous metal,source-segegated,Sb,mg/kgTS,4.8659,4.8659,0.0,MSW_URB_MET
ferrous metal,source-segegated,Sc,mg/kgTS,0.148167,0.148167,0.0,MSW_URB_MET
ferrous metal,source-segegated,Se,mg/kgTS,65.5897,65.5897,0.0,MSW_URB_MET
ferrous metal,source-segegated,Si,mg/kgTS,5647.6,5647.6,0.0,MSW_URB_MET
ferrous metal,source-segegated,Sm,mg/kgTS,0.0456,0.0456,0.0,MSW_URB_MET
ferrous metal,source-segegated,Sn,mg/kgTS,2138.29,2138.29,0.0,MSW_URB_MET
ferrous metal,source-segegated,Sr,mg/kgTS,9.045,9.045,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ta,mg/kgTS,0.173167,0.173167,0.0,MSW_URB_MET
ferrous metal,source-segegated,Tb,mg/kgTS,0.0038,0.0038,0.0,MSW_URB_MET
ferrous metal,source-segegated,Th,mg/kgTS,0.027533,0.027533,0.0,MSW_URB_MET
ferrous metal,source-segegated,Ti,mg/kgTS,1000.2,1000.2,0.0,MSW_URB_MET
ferrous metal,source-segegated,Tl,mg/kgTS,0.520467,0.520467,0.0,MSW_URB_MET
ferrous metal,source-segegated,Tm,mg/kgTS,0.0079,0.0079,0.0,MSW_URB_MET
ferrous metal,source-segegated,U,mg/kgTS,0.046167,0.046167,0.0,MSW_URB_MET
ferrous metal,source-segegated,V,mg/kgTS,9.136,9.136,0.0,MSW_URB_MET
ferrous metal,source-segegated,VS,%TS,-3.927,-3.927,-0.0,MSW_URB_MET
ferrous metal,source-segegated,W,mg/kgTS,2.595,2.595,0.0,MSW_URB_MET
ferrous metal,source-segegated,Yb,mg/kgTS,0.0042,0.0042,0.0,MSW_URB_MET
ferrous metal,source-segegated,Zn,mg/kgTS,66.0,66.0,0.0,MSW_URB_MET
ferrous metal,source-segegated,Zr,mg/kgTS,3.5073,3.5073,0.0,MSW_URB_MET
